12000000, 1.3464924435383475E-4, 1, 411
12000000, 3.9247192716641366E-4, 1, 413
12000000, 1.0938833505364056E-4, 1, 415
12000000, 6.362035225504683E-6, 1, 416
12000000, 5.113762588206346E-5, 1, 416
24000000, 5.538175769787514E-5, 2, 417
24000000, 2.0155463626892644E-5, 2, 424
24000000, 1.3511838418689285E-4, 2, 417
24000000, 1.750745998991724E-4, 2, 420
24000000, 2.8864258845477818E-5, 2, 422
36000000, 2.6600721877073193E-5, 3, 429
36000000, 1.0312824062547383E-4, 3, 430
36000000, 3.7177778369773776E-6, 3, 431
36000000, 3.8334494904449706E-5, 3, 429
36000000, 4.0712460164548074E-5, 3, 441
48000000, 5.707214625550754E-6, 4, 446
48000000, 8.988091786534627E-6, 4, 434
48000000, 4.2649362250440105E-5, 4, 435
48000000, 2.3134680894216863E-5, 4, 440
48000000, 1.2622129653812775E-5, 4, 454
60000000, 5.322222930690192E-6, 5, 457
60000000, 8.74757192214187E-5, 5, 479
60000000, 2.3211238534203547E-5, 5, 470
60000000, 5.926513830932304E-5, 5, 467
60000000, 1.7863632446303446E-5, 5, 482
72000000, 1.7528890120839337E-5, 6, 485
72000000, 2.4991488563599135E-5, 6, 485
72000000, 6.276426172398383E-5, 6, 475
72000000, 1.43748118879015E-4, 6, 522
72000000, 9.694930144146544E-6, 6, 493
84000000, 6.554568382466994E-5, 7, 512
84000000, 1.0813025312255929E-4, 7, 515
84000000, 4.293735690942874E-5, 7, 487
84000000, 8.45450063176779E-5, 7, 479
84000000, 1.0074849528581898E-4, 7, 503
96000000, 2.036273230196362E-5, 8, 508
96000000, 1.6216378785277048E-5, 8, 509
96000000, 1.05847137569881E-4, 8, 526
96000000, 7.920194751389909E-5, 8, 504
96000000, 4.549595039857322E-5, 8, 498
