
100000, 3.206483211805518E-4, 1, 10
100000, 7.873280768098233E-5, 1, 10
100000, 5.069573828972128E-4, 1, 10
100000, 8.426765345219959E-4, 1, 10
100000, 5.116342528909465E-4, 1, 10
100000, 7.53549766390516E-4, 2, 12
100000, 1.2498551947670607E-4, 2, 13
100000, 4.989018574435115E-4, 2, 13
100000, 0.0013727602733171413, 2, 10
100000, 5.243666483382403E-4, 2, 12
100000, 0.0010973244434690005, 3, 11
100000, 9.271264326598833E-4, 3, 13
100000, 0.004891578286779904, 3, 9
100000, 0.0011100568389164353, 3, 12
100000, 9.700004889954981E-4, 3, 11
100000, 4.814925920024841E-4, 4, 11
100000, 0.0012581687142909327, 4, 11
100000, 0.0018485357748628615, 4, 11
100000, 0.0019966476502373586, 4, 12
100000, 0.0020603096274741097, 4, 9
100000, 2.697187393912357E-4, 5, 10
100000, 0.0010799151780281143, 5, 11
100000, 5.116342528909465E-4, 5, 9
100000, 2.951835302859644E-4, 5, 11
100000, 8.252672690811098E-4, 5, 10
100000, 7.026201846011999E-4, 6, 11
100000, 4.0535621338818576E-5, 6, 10
100000, 8.634644554231322E-4, 6, 9
100000, 3.7157790297000925E-4, 6, 15
100000, 3.4143624208168817E-4, 6, 11
100000, 1.504503103714348E-4, 7, 10
100000, 0.0018994653566521775, 7, 10
100000, 0.0013472954824224124, 7, 12
100000, 0.0014792963068896484, 7, 13
100000, 0.001754732136737648, 7, 12
100000, 0.0017165349503956255, 8, 13
100000, 6.60004122335473E-5, 8, 11
100000, 6.262258119170138E-4, 8, 12
100000, 0.002378619513658007, 8, 9
100000, 3.4143624208168817E-4, 8, 9
100000, 6.597461282654438E-4, 9, 9
100000, 4.17830614765733E-4, 9, 12
100000, 0.0017419997412903543, 9, 10
100000, 0.0017466766112839466, 9, 12
100000, 2.5230947395020833E-4, 9, 16
100000, 3.032390557396658E-4, 10, 10
100000, 7.998024781863811E-4, 10, 13
100000, 6.852109191601726E-4, 10, 9
100000, 0.0012883103751793951, 10, 9
100000, 1.1692999402300474E-4, 10, 13
100000, 2.1878915760177828E-4, 11, 10
100000, 0.0011945067370541815, 11, 12
100000, 0.0013218306915278252, 11, 11
100000, 6.979433146074662E-4, 11, 14
100000, 0.0012836335051856613, 11, 9
100000, 0.001856591300316563, 12, 9
100000, 0.0014873518323433499, 12, 10
100000, 0.0015764786004748297, 12, 9
100000, 0.0018693236957638565, 12, 15
100000, 0.004496874027911963, 12, 9
100000, 2.3152155304907195E-4, 13, 11
100000, 6.852109191601726E-4, 13, 9
100000, 0.0011308447598174303, 13, 12
100000, 5.116342528909465E-4, 13, 16
100000, 0.00281152095886783, 13, 10
100000, 3.7963342842371056E-4, 14, 15
100000, 0.0018693236957638565, 14, 8
100000, 0.0012119160024952088, 14, 12
100000, 0.0026841970043943275, 14, 7
100000, 5.625638346802626E-4, 14, 14
100000, 0.0025314082590260963, 15, 13
100000, 9.52591223554612E-4, 15, 11
100000, 0.0026205350271575763, 15, 10
100000, 0.004636930377832759, 15, 14
100000, 5.578869646866702E-4, 15, 11
100000, 0.0024550138863420517, 16, 14
100000, 0.00130909829608039, 16, 10
100000, 0.002951577308788767, 16, 13
100000, 0.0029388449133414736, 16, 9
100000, 0.0014029019342054624, 16, 12
