12000000, 2.896203714460293E-5, 1, 422
12000000, 2.005310657976168E-4, 1, 412
12000000, 1.2948764536325374E-5, 1, 411
12000000, 8.21281131335186E-5, 1, 414
12000000, 3.2471770888832926E-5, 1, 414
12000000, 1.1999866459316976E-4, 2, 209
12000000, 1.9820511829517643E-4, 2, 209
12000000, 7.703515495457285E-5, 2, 212
12000000, 2.7395454621076306E-4, 2, 210
12000000, 7.537496471151346E-6, 2, 215
12000000, 1.5787754104896388E-4, 3, 150
12000000, 4.520416633626797E-5, 3, 148
12000000, 2.1534806466932488E-5, 3, 154
12000000, 6.312729826163251E-5, 3, 148
12000000, 1.5193575650688406E-4, 3, 149
12000000, 1.1565675447823297E-4, 4, 115
12000000, 3.921659431511918E-6, 4, 115
12000000, 4.329430701918098E-5, 4, 122
12000000, 9.188129131362941E-5, 4, 122
12000000, 1.2446332799594326E-4, 4, 128
12000000, 4.2399693175988434E-6, 5, 100
12000000, 6.653092871059443E-5, 5, 110
12000000, 1.5852248581770477E-4, 5, 100
12000000, 1.9141450738996256E-4, 5, 103
12000000, 1.1385299845655541E-4, 5, 105
12000000, 3.974671070462343E-4, 6, 96
12000000, 8.71066430207706E-5, 6, 84
12000000, 1.115104009615464E-4, 6, 95
12000000, 6.344560814786079E-5, 6, 88
12000000, 2.1040699726556435E-4, 6, 89
12000000, 1.3751803419683667E-6, 7, 83
12000000, 1.1692999402300474E-4, 7, 77
12000000, 4.0744081681344833E-4, 7, 99
12000000, 2.9242484460560204E-4, 7, 88
12000000, 1.3464091935755043E-4, 7, 84
12000000, 2.8113210781468865E-5, 8, 73
12000000, 7.310933302498946E-5, 8, 69
12000000, 1.570287146858298E-4, 8, 70
12000000, 2.938645032624064E-5, 8, 81
12000000, 3.678642876312447E-4, 8, 75
