
100000, 2.697187393912357E-4, 1, 11
100000, 0.0012836335051856613, 1, 10
100000, 9.016616417651546E-4, 1, 12
100000, 0.0011991836070479153, 1, 10
100000, 0.0011308447598174303, 1, 12
200000, 2.8414046256865455E-4, 2, 17
200000, 4.2887368248304287E-4, 2, 17
200000, 2.3152155304907195E-4, 2, 17
200000, 4.814925920024841E-4, 2, 18
200000, 0.0013074089683504063, 2, 19
300000, 5.583197028644509E-4, 3, 19
300000, 0.0013137751660739824, 3, 20
300000, 7.153525800484935E-4, 3, 19
300000, 5.960841510286927E-4, 3, 21
300000, 0.0013434840887845227, 3, 23
400000, 4.320567813449016E-4, 4, 37
400000, 8.458596333838546E-4, 4, 30
400000, 0.0014092681319291798, 4, 23
400000, 1.0270382744383611E-4, 4, 29
400000, 4.0977508931203165E-4, 4, 20
500000, 0.0010315320753282004, 5, 34
500000, 0.0011176962761847834, 5, 21
500000, 7.382708918536788E-4, 5, 42
500000, 0.001107510359826892, 5, 40
500000, 0.00123992727247934, 5, 38
600000, 5.943948232987089E-4, 6, 33
600000, 4.6451606473937873E-4, 6, 37
600000, 8.358775986204976E-4, 6, 41
600000, 7.514277004826101E-4, 6, 45
600000, 3.927985620489263E-4, 6, 34
700000, 2.4425394849650697E-4, 7, 39
700000, 1.631827058187285E-4, 7, 46
700000, 1.6240283490635802E-4, 7, 48
700000, 5.63343705592633E-4, 7, 34
700000, 2.751754802971985E-4, 7, 39
800000, 8.268588185119685E-4, 8, 49
800000, 2.427601773647734E-4, 8, 37
800000, 9.146520312827602E-5, 8, 49
800000, 5.177424565437867E-5, 8, 46
800000, 2.4620127029666135E-5, 8, 46
900000, 1.999651815556217E-4, 9, 41
900000, 0.0014604723308433505, 9, 44
900000, 1.8723278610818664E-4, 9, 44
900000, 3.626569011606052E-4, 9, 44
900000, 9.756593314165803E-4, 9, 43
1000000, 1.1479960311881458E-4, 10, 44
1000000, 1.6445594536350025E-4, 10, 47
1000000, 9.742362958150254E-4, 10, 45
1000000, 6.355545769154868E-4, 10, 45
1000000, 4.046821311330859E-4, 10, 52
1100000, 8.102198926432064E-4, 11, 47
1100000, 3.043965462349E-4, 11, 52
1100000, 2.858766983114352E-4, 11, 45
1100000, 4.653346330822846E-4, 11, 46
1100000, 3.8426339040464744E-4, 11, 47
1200000, 1.355958490160939E-4, 12, 53
1200000, 1.0738069743742847E-4, 12, 56
1200000, 9.059057735809664E-4, 12, 52
1200000, 1.2392448652275316E-4, 12, 59
1200000, 3.3444174958193975E-4, 12, 48
1300000, 1.3869732995850482E-4, 13, 49
1300000, 1.9942106209202347E-4, 13, 59
1300000, 2.3152155304907195E-4, 13, 49
1300000, 2.706981544255994E-4, 13, 53
1300000, 1.5610659539939085E-4, 13, 48
1400000, 5.041006042788797E-5, 14, 54
1400000, 7.397783282202247E-4, 14, 57
1400000, 5.906274101227299E-4, 14, 52
1400000, 8.405996268170226E-5, 14, 63
1400000, 6.04140854223416E-5, 14, 53
1500000, 3.0765793166280486E-5, 15, 56
1500000, 3.204735770733658E-5, 15, 60
1500000, 7.660241677679218E-5, 15, 53
1500000, 4.216586583961913E-4, 15, 53
1500000, 9.06338511758747E-4, 15, 63
1600000, 3.4859821452083505E-4, 16, 60
1600000, 4.1331396054389284E-5, 16, 63
1600000, 6.939644410301781E-4, 16, 60
1600000, 4.84933684933948E-5, 16, 59
1600000, 3.2223987061155186E-4, 16, 47
